#ID;country;language;name;postcode;full address;tel;lon;lat;entry lon;entry lat;fax;e-mail;URL;state;city;subcity;street;hno;facility
134;IDN;IND;Tunas Autograha Lb Linggau;;Jl. Yos Sudarso RT07, Watervang No 8A Lubuk Linggau, SumSel;(0733) 323282 (Hunting);102.926378;-3.272553;;;(0733) 323282;;;;;;;;
135;IDN;IND;Istana Agung;;Jl. Mayor Syafri Rachman No. 86, Bangka;(0717) 437688 (Hunting);114.599351;-3.327864;;;(0717) 437687;;;;;;;;
136;IDN;IND;Nasmoco Mlati;;Jl. Raya Magelang Km. 7,  Malti, Sleman Jogjakarta 55285;(0274) 868808;110.362984;-7.743832;;;(0274) 868992;;;;;;;;
137;IDN;IND;Nasmoco Janti;;Jl. Ringroad Timur 58 A Bangunpapan Bantul, Jogjakarta 55198;(0274) 452045;110.408992;-7.809234;;;(0274) 452040;;;;;;;;
138;IDN;IND;Nasmoco Kaligawe;;Jl. Raya Kaligawe Km. 5, Semarang 50112;(024) 6580100   (Hunting);110.464002;-6.955654;;;(024) 6580200;;;;;;;;
139;IDN;IND;Nasmoco Pemuda;;Jl. Pemuda No. 72 Semarang 50133;(024) 3540550  (Hunting);110.418994;-6.975025;;;(024) 3558112;;;;;;;;
140;IDN;IND;Nasmoco Majapahit;;Jl. Brigjen  Sudiarto 426, Majapahit, Semarang;(024) 6722872;110.469971;-7.010143;;;(024) 6722870;;;;;;;;
141;IDN;IND;Nasmoco Gombel;;Jl. Setiabudi No. 22, Semarang;( 024 ) 7476000;110.421988;-7.043392;;;( 024 ) 7463400;;;;;;;;
142;IDN;IND;Nasmoco Salatiga;;Jl. Diponegoro 171, Salatiga 50715;(0298) 325396, 327388;110.488643;-7.306468;;;(0298) 321831;;;;;;;;
143;IDN;IND;Nasmoco Slamet Riyadi;;Jl. Slamet Riyadi 558, Solo 57144;(0271) 715355 (Hunting);110.786996;-7.559033;;;(0271) 711185;;;;;;;;
144;IDN;IND;Nasmoco Solo Baru;;Jl. Raya Solo Permai Blok JA No. 1;0271-621000;110.813936;-7.609188;;;(0271) 620188;;;;;;;;
145;IDN;IND;Nasmoco  Purwokerto;;Jl. Gerilya Timur No.56, Purwokerto 53146;(0281) 634436 (Hunting), 634437;109.259609;-7.437848;;;(0281) 640678;;;;;;;;
146;IDN;IND;Nasmoco  Cilacap;;Jl. MT Haryono 81, Cilacap 53222;(0282) 533200, 533183;109.007975;-7.691601;;;(0282) 531019;;;;;;;;
147;IDN;IND;Nasmoco  Magelang;;Jl. Raya Magelang-Yogya Km. 5, Mertoyudan Magelang 56172;(0293) 326871;110.227477;-7.520374;;;(0293) 326611;;;;;;;;
148;IDN;IND;Nasmoco Pekalongan;;Jl. Raya Kalibanger  Km. 3, Pekalongan 51129;(0285) 420020, 420030, 420040;109.686883;-6.902833;;;(0285) 424490;;;;;;;;
149;IDN;IND;CV Chandra Motor;;Jl. Martoloyo No. 113-115, Tegal 52121;(0283) 350866, 350877, 351467;109.145479;-6.856762;;;(0283) 353592;;;;;;;;
150;IDN;IND;CV Surya Indah Motor;;Jl. Raya Kudus - Pati Km. 4, Kudus;(0291) 433215;111.349726;-6.725358;;;(0291) 432091;;;;;;;;
151;IDN;IND;PT Hadji Kalla (I) HOS Cokroaminoto;;Jl. HOS Cokroaminoto 27, Ujung Pandang 90174;(0411) 311111;119.413206;-5.130371;;;(0411) 365780;;;;;;;;
152;IDN;IND;PT Hadji Kalla (II) Urip Sumoharjo;;Jl. Urip Sumoharjo No.227, Ujung Pandang 90232;(0411) 448044;119.439188;-5.137071;;;(0411) 452000;;;;;;;;
153;IDN;IND;PT Hadji Kalla (II) Urip Sumoharjo;;Jl. Urip Sumoharjo No.110, Ujung Pandang 90232;(0411) 448844;119.439261;-5.136996;;;(0411) 320313;;;;;;;;
154;IDN;IND;PT. Hadji Kalla Alauddin;;Jln Sultan Alauddin No 76;(0411)840555, 881275;119.439835;-5.18059;;;(0411)840444;;;;;;;;
155;IDN;IND;PT Hadji Kalla Palu;;Jl. Ir. H. Juanda 45 , Palu 94112;(0451) 421552;119.883008;-0.896671;;;(0451) 456055;;;;;;;;
156;IDN;IND;PT Hadji Kalla Pare-pare;;Jl. H. M. Arsyad No. 75, Pare-Pare 91132;(0421) 23622;119.633997;-3.999302;;;(0421) 21027;;;;;;;;
157;IDN;IND;PT Hadji Kalla Bulukumba;;Jl. Lanto Dg. Pasewang No.15;(0413) 82477;120.189327;-5.550156;;;(0413)  82577;;;;;;;;
158;IDN;IND;PT. Hadji Kalla Bone;;Jl. Sukawati No.36, Watampone 92732;(0481)  21950, 2000200;120.324834;-4.547153;;;(0481) 22311;;;;;;;;
159;IDN;IND;PT Hadji Kalla Soppeng;;Jl. Kemakmuran 77 Watansoppeng;(0484) 21133;119.888217;-4.352905;;;(0484) 23566;;;;;;;;
160;IDN;IND;PT Hadji Kalla Sengkang;;Jl. Andi  Ma'ga Amrullah  No.1, Sengkang 90911;(0485) 21324;120.043002;-4.141518;;;(0485) 323611;;;;;;;;
161;IDN;IND;PT Hadji Kalla Palopo;;Jl. Jend. Sudirman No. 97;(0471) 23816;120.205037;-3.012103;;;(0471) 21484;;;;;;;;
162;IDN;IND;PT Hadji Kalla Tanatoraja;;Jl. Mappanyukki 40 - Rantepao;(0423) 21555;119.414831;-5.152423;;;(0423) 25077;;;;;;;;
163;IDN;IND;PT Hadji Kalla Polmas;;Jl. Teuku Umar No. 03, Kec. Binuang Polewali Mandar;(0428) 2410777, 2410779;;;;;(0428) 2410778;;;;;;;;
164;IDN;IND;PT Hadji Kalla Pinrang;;Jl. Jend. Sudirman 178;(0421) 921074;119.633037;-4.022344;;;(0421) 921074;;;;;;;;
165;IDN;IND;PT Hadji Kalla Sidrap;;Jl. Jend. Sudirman No. 27, Pangkajene;(0421) 91003;119.783109;-3.919062;;;(0421) 91370;;;;;;;;
166;IDN;IND;PT Hadji Kalla Kendari II;;Jl. Ahmad Yani No 4 Kendari, Sul-Teng;(0401) 396333;122.502418;-3.986399;;;(0401)396555;;;;;;;;
167;IDN;IND;PT Hasjrat Abadi Manado;;Jl.Raya Kombos-Manado 95233;(0431) 813507, 813508;124.872571;1.49698;;;(0431) 877751;;;;;;;;
168;IDN;IND;PT Hasjrat Abadi Manado II;;Jl.Sudirman No.119 A-Manado-95121;(0431) 877731, 62, 63, 68, 58;124.842576;1.496108;;;(0431) 877751;;;;;;;;
169;IDN;IND;PT Hasjrat Abadi Gorontalo;;Jl.Ahmad Yani No.9A-Gorontalo-96115;(0435) 821551, 824126, 823636;123.060221;0.535576;;;(0435) 824429;;;;;;;;
170;IDN;IND;PT Hasjrat Abadi Kotamobagu;;Jl. Arismunandar No. 340, Kotamobagu, 95711;(0434) 21966, 21666;;;;;(0434) 21590;;;;;;;;
171;IDN;IND;PT Hasjrat Abadi Palu;;Jl. Diponegoro 158, Palu 94221;(0451) 421654, 421352;119.84101;-0.930671;;;(0451) 422226;;;;;;;;
172;IDN;IND;PT Hasjrat Abadi Ambon;;Jl.Piere Tendean No.2-Ambon-97231;(0911) 352684;128.195533;-3.675913;;;(0911) 351374;;;;;;;;
173;IDN;IND;PT Sarananiaga Megahkerta;;Jl.Pasar Bastiong No.1-Ternate-97716;(0921) 21038, 22078;127.374994;0.767663;;;(0921) 22958;;;;;;;;
174;IDN;IND;PT Hasjrat Abadi Jayapura;;Jl.Ardipura III No.1-Jayapura-99223;(0967) 534508, 535111;140.70328;-2.554906;;;(0967) 534046;;;;;;;;
175;IDN;IND;PT Hasjrat Abadi Jayapura;;Jl.Kelapa Dua-Entrop-Jayapura-99224;(0967) 532331, 537283;140.717107;-2.532722;;;(0967) 522796;;;;;;;;
176;IDN;IND;PT Hasjrat Abadi Sorong;;Jl.Jend.Ahmad Yani No.16A-Sorong-98416;(0951) 323211, 323221;131.351085;-0.888256;;;(0951) 323620;;;;;;;;
177;IDN;IND;PT Hasjrat Abadi Timika;;Jl.Cendrawasih No.10-Timika-98663;(0901) 321679, 321706;;;;;(0901) 322406;;;;;;;;
178;IDN;IND;PT Sinar Suri Manokwari;;Jl.Trikora Wosi-Manokwari-98212;(0986) 212369;134.083467;-0.866495;;;(0986) 212432;;;;;;;;
179;IDN;IND;PT Hasjrat Abadi Biak;;Jl.Sisingamangaraja No.9-Biak-98111;(0961) 23305, 23306;136.074561;-1.175616;;;(0981) 23301;;;;;;;;
180;IDN;IND;PT Hasjrat Abadi Nabire;;Jl.RE Martadinata No.8-Nabire-98817;(0984) 22203, 23180;135.52777;-3.342345;;;(0984) 21802;;;;;;;;
181;IDN;IND;PT. Hasjrat Abadi Luwuk;;Jl.Urip Sumoharjo No-5-Luwuk-94711;(0461) 21900;122.791137;-0.960714;;;(0461) 22595;;;;;;;;
182;IDN;IND;PT Hasjrat Abadi Merauke;;Jl.Raya Mandala Muli No.350-Merauke-98616;(0971) 325411-12;140.432742;-8.379922;;;(0971) 323485;;;;;;;;
183;IDN;IND;PT Agung Automall Pekanbaru I;;Jl. Dr. Sutomo 13, Pekanbaru 28143;(0761) 22252 (Hunting);101.457007;0.5361041;;;(0761) 32352;;;;;;;;
184;IDN;IND;PT. Agung Automall Pekanbaru II;;Jl. Soekarno Hatta 13 , Arengka, Pekanbaru;(0761) 587342, 572100, 571551;101.418995;0.5081161;;;(0761) 572125;;;;;;;;
185;IDN;IND;PT. Agung Automall Duri;;Jl Raya Duri Dumai, Km 4, No. 13, Duri 28884;(0765) 560588;101.29492;0.858961;;;(0765)  560988;;;;;;;;
186;IDN;IND;PT Agung Automall Jambi;;Jl. Prof. Dr. Sumantri Brojonegoro 135, Jambi 36129;(0741) 64800 (Hunting);103.601079;-1.605433;;;(0741) 62823;;;;;;;;
187;IDN;IND;PT Agung Automall Bengkulu;;Jl. P. Natadirja No. 103, Bengkulu 38225;(0736) 21127 (Hunting);103.601068;-1.605451;;;(0736) 21420;;;;;;;;
188;IDN;IND;PT Agung Automall Batam;;Jl. Yos Sudarso, Bengkong Bengkel, Batu Ampar, Batam;(0778) 427585 (Hunting);104.016773;1.15977;;;(0778) 427589;;;;;;;;
189;IDN;IND;PT Agung Automall Denpasar;;Jl. HOS Cokroaminoto 47, Denpasar 80118;(0361) 425547 (Hunting);115.20699;-8.639171;;;(0361) 420151;;;;;;;;
190;IDN;IND;PT Agung Automall Singaraja;;Jll. Ahmad Yani No. 49 Singaraja;(0362) 29251;115.075958;-8.11673;;;(0361) 24846;;;;;;;;
191;IDN;IND;PT. Agung Automall Gianyar;;Jl. Dharma Giri, Buruan, blah batuh, Gianyar 80581;(0361) 948888;115.311156;-8.548241;;;(0361) 955000;;;;;;;;
192;IDN;IND;PT Agung Automall Tabanan;;Jl. Gatot Subroto No 2 A, Kediri, Tabanan;(0361) 811492/810888;115.133146;-8.540226;;;(0361) 812528;;;;;;;;
193;IDN;IND;TAM Workshop Sunter II;;Jl. Gaya Motor Selatan 5 Jakarta 14350;(021) 6512442, 6512116, 6512713;106.885999;-6.140445;;;(021) 6512681;;;;;;;;
194;IDN;IND;TAM Workshop Sudirman;;Jl. Jend. Sudirman 5 Jakarta 10220;(021) 5703131, 5703319;106.800313;-6.227425;;;(021) 5736825;;;;;;;;
